,Brand Name,Generic Name,Claim Count,Total Spending,Beneficiary Count,Total Annual Spending Per User,Unit Count,Average Cost Per Unit (Weighted),Beneficiary Count No LIS,Average Beneficiary Cost Share No LIS,Beneficiary Count LIS,Average Beneficiary Cost Share LIS,Year,Matched Drug Name,Indication
178,amcinonide,amcinonide,8578.0,509625.85,4437.0,114.85820374,999665.316,0.5431173316,3159.0,18.732510288,1278.0,3.510485133,2011,amcinonide,Inflammatory diseases
179,amerge,naratriptan hcl,1437.0,450899.44,416.0,1083.8928846,15818.0,28.504144424,212.0,252.20004717,204.0,13.544166667,2011,naratriptan,Migraine headaches
180,a-methapred,methylprednisolone sod succ,3862.0,54006.03,2441.0,22.124551413,28180.13,2.2297897348,527.0,8.2767172676,1914.0,0.3607523511,2011,methylprednisolone,Spinal cord injuries
181,amethia,l-norgest/e.estradion-e.estrad,620.0,133300.55,491.0,271.48788187,56387.0,2.3640298296,27.0,69.337777778,464.0,1.891875,2011,,
182,amethia lo,l-norgest/e.estradion-e.estrad,,,,,,,,,,,2011,,
183,amethyst,levonorgestrel-ethin estradiol,371.0,24054.34,117.0,205.59264957,13580.0,1.7713063328,13.0,59.283846154,104.0,4.5967307692,2011,estradiol,Breast cancer
184,amevive,alefacept,93.0,399178.07,22.0,18144.457727,338.0,1181.0002071,,,,,2011,alefacept,Pain
185,amicar,aminocaproic acid,807.0,366631.83,427.0,858.62255269,85530.0,4.8507703191,280.0,198.1625,147.0,5.1612244898,2011,aminocaproic acid,Excessive postoperative bleeding
186,amifostine,amifostine crystalline,,,,,,,,,,,2011,amifostine,Mucositis
187,amikacin sulfate,amikacin sulfate,6406.0,330945.01,2834.0,116.77664432,647657.852,0.5154975251,498.0,61.028614458,2336.0,1.0783518836,2011,amikacin,Bacterial infection
188,amiloride hcl,amiloride hcl,68004.0,4176765.97,13261.0,314.96613905,4521275.063,0.9238026689,8615.0,81.311307023,4646.0,8.543727938,2011,amiloride,Congestive heart failure; Hypertension
189,amiloride-hydrochlorothiazide,amiloride/hydrochlorothiazide,127044.0,930817.45,24314.0,38.283188698,6351558.0,0.1465494687,18499.0,26.998270717,5815.0,9.0493895099,2011,amiloride,Congestive heart failure; Hypertension
190,amino acids,parenteral amino acid 15% no.1,,,,,,,,,,,2011,,
191,aminocaproic acid,aminocaproic acid,5145.0,1295929.61,2360.0,549.1227161,784357.504,1.895381191,1618.0,65.753912237,742.0,5.9486927224,2011,aminocaproic acid,Excessive postoperative bleeding
192,aminophylline,aminophylline,3761.0,31138.5,811.0,38.395191122,376616.5,0.0839544213,461.0,20.005726681,350.0,5.7362857143,2011,aminophylline,Asthma
193,aminosyn,parenteral amino acid 10% no.2,16.0,1221.19,,,39956.0,0.0305633697,,,,,2011,,
194,aminosyn ii,parenteral amino acid 10% no.1,148.0,17619.78,,,720009.08,0.0244716081,,,,,2011,,
195,aminosyn ii,parenteral amino acid 15% no.2,229.0,20919.17,40.0,522.97925,622782.654,0.0335898405,,,,,2011,,
196,aminosyn ii,parenteral amino acid 8.5 % #3,,,,,,,,,,,2011,,
197,amiodarone hcl,amiodarone hcl,1715690.0,38360604.8,366216.0,104.7485768,76541441.617,0.5018170096,235684.0,37.541790788,130532.0,6.5928988294,2011,amiodarone,Tachyarrhythmias
198,amitiza,lubiprostone,356635.0,82464650.42,86063.0,958.18935454,21441148.747,3.8461194682,30273.0,178.7190731,55790.0,13.653184621,2011,lubiprostone,Chronic idiopathic constipation
199,amitriptyline hcl,amitriptyline hcl,4077101.0,23185136.48,785313.0,29.523433943,221215027.2,0.1069816026,397244.0,20.605919158,388069.0,6.9057364025,2011,amitriptyline,Depression; Chronic pain
200,amitriptyline-chlordiazepoxide,amitrip hcl/chlordiazepoxide,25.0,1460.43,13.0,112.34076923,1560.0,0.9543889032,,,,,2011,chlordiazepoxide,Anxiety disorder
201,amlodipine besylate,amlodipine besylate,27947959.0,383118840.99,4798488.0,79.841575302,1263562492.5,0.3040145954,2884071.0,39.71456667,1914417.0,8.0317713957,2011,amlodipine,Hypertension; Angina
202,amlodipine besylate-benazepril,amlodipine besylate/benazepril,3202726.0,295834758.95,504870.0,585.96224563,143184599.66,2.0835834614,318578.0,131.44095634,186292.0,15.03331018,2011,amlodipine,Hypertension; Angina
203,amlodipine-atorvastatin,amlodipine/atorvastatin,4852.0,1211924.54,4824.0,251.22813847,251200.0,4.8320410008,3624.0,41.82937638,1200.0,2.6059083333,2011,amlodipine,Hypertension; Angina
204,amlodipine-valsartan,amlodipine/valsartan,,,,,,,,,,,2011,amlodipine,Hypertension; Angina
205,amlodipine-valsartan-hctz,amlodipine/valsartan/hcthiazid,,,,,,,,,,,2011,amlodipine,Hypertension; Angina
206,ammonium lactate,ammonium lactate,539663.0,11611182.79,239147.0,48.55249194,158993122.98,0.0731624944,76447.0,9.0650795976,162700.0,2.1123529809,2011,ammonium lactate,Dermatological disease
207,amnesteem,isotretinoin,1215.0,533434.16,448.0,1190.70125,56584.0,9.3932870206,217.0,154.25294931,231.0,7.7805194805,2011,isotretinoin,Acne vulgaris
208,amox tr-potassium clavulanate,amoxicillin/potassium clav,172349.0,4483974.07,145452.0,30.827861219,3671344.796,1.246206862,78267.0,9.1528688975,67185.0,1.5963027461,2011,amoxicillin,Bacterial infection
209,amoxapine,amoxapine,15233.0,787711.09,2193.0,359.19338349,1081727.5,0.7459183498,1166.0,91.685403087,1027.0,11.642882181,2011,amoxapine,Depression
210,amoxicillin,amoxicillin,4573213.0,28007618.97,3193300.0,8.7707446748,116108539.24,0.260967429,2008704.0,5.9696763883,1184596.0,1.7467360434,2011,amoxicillin,Bacterial infection
211,amoxicillin-clavulanate pot er,amoxicillin/potassium clav,30456.0,3031310.67,24851.0,121.97942417,939016.0,3.2281778692,15465.0,40.323794374,9386.0,2.8150308971,2011,amoxicillin,Bacterial infection
212,amoxicillin-clavulanate potass,amoxicillin/potassium clav,2345274.0,63904075.32,1789120.0,35.718160504,52003898.337,1.3312330461,1026464.0,11.097624086,762656.0,1.8433601126,2011,amoxicillin,Bacterial infection
213,amoxil,amoxicillin,284.0,1513.79,245.0,6.1787346939,15108.0,0.1831318669,93.0,3.0804301075,152.0,1.0507894737,2011,amoxicillin,Bacterial infection
214,amphetamine salt combo,dextroamphetamine/amphetamine,1713.0,63451.42,626.0,101.36009585,111268.0,0.5746863704,174.0,34.597183908,452.0,4.7226548673,2011,dextroamphetamine,Attention deficit hyperactivity disorder
215,amphotericin b,amphotericin b,2153.0,294810.72,846.0,348.47602837,521509.15,0.5653030632,551.0,94.545480944,295.0,4.1511186441,2011,amphotericin b,Fungal infection
216,ampicillin sodium,ampicillin sodium,6047.0,1157097.67,1572.0,736.0672201,1064171.71,1.1849986458,655.0,264.1838626,917.0,7.1718974918,2011,ampicillin,Bacterial infection
217,ampicillin trihydrate,ampicillin trihydrate,163540.0,1336752.66,115955.0,11.528201975,5265649.036,0.2658996476,57013.0,6.2931026257,58942.0,1.2209438092,2011,ampicillin,Bacterial infection
218,ampicillin-sulbactam,ampicillin sodium/sulbactam na,7952.0,1051558.79,2250.0,467.35946222,1430432.217,0.8670787642,495.0,139.33715152,1755.0,2.8536581197,2011,ampicillin,Bacterial infection
219,ampyra,dalfampridine,40470.0,51706473.73,7277.0,7105.4656768,2668261.98,19.378334705,2290.0,712.10249345,4987.0,15.188722679,2011,dalfampridine,Improving walking in patients with multiple sclerosis
220,amrix,cyclobenzaprine hcl,7430.0,2644765.07,3786.0,698.56446646,255512.0,10.351666865,1437.0,127.38284621,2349.0,11.333584504,2011,cyclobenzaprine,Depression
221,amturnide,aliskiren/amlodipin/hcthiazide,1979.0,227394.54,713.0,318.92642356,74151.0,3.0638013587,371.0,129.57420485,342.0,13.36374269,2011,aliskiren,Hypertension
222,amyl nitrite,amyl nitrite,27.0,377.61,15.0,25.174,560.0,0.6743035714,,,,,2011,amyl nitrite,Angina
223,anabar,sal-amide/acetaminophn/p-tlox,28.0,1303.27,13.0,100.25153846,2235.0,0.5831185682,,,,,2011,,
224,anadrol-50,oxymetholone,439.0,597648.41,90.0,6640.5378889,23655.0,25.265204397,20.0,670.2555,70.0,11.598857143,2011,oxymetholone,Aplastic anemia
225,anafranil,clomipramine hcl,448.0,454238.27,66.0,6882.3980303,38486.0,11.792598498,19.0,607.17789474,47.0,10.104893617,2011,clomipramine,Depression
226,anagrelide hcl,anagrelide hcl,45018.0,4858907.13,7481.0,649.4996832,4758870.8,1.0550078566,5395.0,90.022088971,2086.0,11.761155321,2011,anagrelide,Thrombocythemia
227,ana-lex,hydrocortisone/lidocaine/aloe,,,,,,,,,,,2011,lidocaine,Anesthesia
228,analpram hc,hydrocortisone/pramoxine,16.0,1561.21,16.0,97.575625,946.0,1.6503276956,,,,,2011,hydrocortisone,Inflammatory diseases
229,anamantle hc,lidocaine/hydrocortisone ac,258.0,73163.25,202.0,362.19430693,17930.0,7.8531919334,111.0,83.707297297,91.0,5.1628571429,2011,lidocaine,Anesthesia
230,anaprox,naproxen sodium,46.0,10155.41,13.0,781.18538462,4648.0,2.1848988812,,,,,2011,naproxen,Pain
231,anaprox ds,naproxen sodium,264.0,65182.48,99.0,658.40888889,19420.0,3.35646138,64.0,149.50890625,35.0,11.685714286,2011,naproxen,Pain
232,anaspaz,hyoscyamine sulfate,2401.0,33538.91,1236.0,27.135040453,163609.0,0.2049942852,794.0,18.32697733,442.0,4.2827828054,2011,hyoscyamine,Gastrointestinal disorders
233,anastrozole,anastrozole,908171.0,63753610.85,159836.0,398.86890844,39686244.86,1.6064409993,113579.0,73.364025216,46257.0,11.307880321,2011,anastrozole,Breast cancer
234,ancobon,flucytosine,180.0,1147423.01,86.0,13342.128023,27622.0,43.015739123,23.0,1497.3347826,63.0,16.174126984,2011,flucytosine,Endocarditis
235,androderm,testosterone,50385.0,16465666.71,15526.0,1060.5221377,1944871.0,8.5950818366,8054.0,201.50618326,7472.0,14.260687901,2011,testosterone,Osteoporosis
236,androgel,testosterone,326338.0,131239559.31,91249.0,1438.2575076,62877912.774,2.1923427309,66536.0,249.47238683,24713.0,19.569793631,2011,testosterone,Osteoporosis
237,android,methyltestosterone,1149.0,623022.81,321.0,1940.881028,56314.0,11.063373406,177.0,302.43813559,144.0,6.6196527778,2011,methyltestosterone,Cancers
238,androxy,fluoxymesterone,1703.0,360258.72,482.0,747.42473029,92818.0,3.8813454287,321.0,222.62498442,161.0,10.410869565,2011,fluoxymesterone,Breast cancer
239,angeliq,drospirenone/estradiol,1376.0,135255.59,332.0,407.39635542,51276.0,2.6377952648,210.0,234.99861905,122.0,19.233360656,2011,estradiol,Breast cancer
240,animi-3,om-3/dha/epa/d3/b12/fa/b-6/phy,,,,,,,,,,,2011,,
241,animi-3 with vitamin d,om-3/dha/epa/d3/b12/fa/b-6/phy,,,,,,,,,,,2011,,
242,anoro ellipta,umeclidinium brm/vilanterol tr,,,,,,,,,,,2011,vilanterol,Asthma
243,antabuse,disulfiram,13652.0,1766200.22,4272.0,413.43638109,444892.25,4.0316156491,1268.0,119.78909306,3004.0,7.8863249001,2011,disulfiram,Alcohol use disorders
244,antara,"fenofibrate,micronized",64695.0,12381408.02,12729.0,972.69290753,2650719.0,4.676829611,6028.0,314.21536828,6701.0,22.496931801,2011,fenofibrate,High cholesterol levels; High triglyceride levels
245,antipyrine-benzocaine,antipyrine/benzocaine,27612.0,324996.76,24087.0,13.492620916,354925.19,0.9156767937,13554.0,5.533043382,10533.0,1.5119035413,2011,benzocaine,Anesthesia
246,antivert,meclizine hcl,419.0,38733.1,232.0,166.95301724,22248.0,1.7419354296,117.0,90.462820513,115.0,7.3969565217,2011,meclizine,Motion sickness
247,anucort-hc,hydrocortisone acetate,,,,,,,,,,,2011,hydrocortisone,Inflammatory diseases
248,anusol-hc,hydrocortisone,862.0,71534.28,565.0,126.60934513,28972.75,2.4690193371,231.0,50.856060606,334.0,2.131497006,2011,hydrocortisone,Inflammatory diseases
249,anzemet,dolasetron mesylate,682.0,643626.02,241.0,2670.6473859,11987.5,47.844026062,127.0,164.1084252,114.0,5.5114035088,2011,dolasetron,Nausea; Vomiting
250,apexicon e,diflorasone diacetate/emoll,4068.0,927339.32,2661.0,348.49279218,225415.0,4.1139201916,1785.0,62.898980392,876.0,3.3422260274,2011,diflorasone,Skin allergies
251,aphthasol,amlexanox,131.0,2769.05,105.0,26.371904762,694.0,3.9899855908,50.0,16.7918,55.0,2.7727272727,2011,amlexanox,Aphthous ulcers
252,apidra,insulin glulisine,50388.0,10095758.54,13821.0,730.46512843,1051323.0,9.6048587451,6510.0,201.99984025,7311.0,14.847848448,2011,insulin-glulisine,Diabetes mellitus
253,apidra solostar,insulin glulisine,40282.0,10073510.89,13449.0,749.01560636,823450.0,12.233300006,7147.0,198.08571708,6302.0,15.599320851,2011,insulin-glulisine,Diabetes mellitus
254,aplenzin,bupropion hbr,4640.0,1647033.69,970.0,1697.9728763,158291.0,10.501886605,383.0,346.83903394,587.0,18.168296422,2011,bupropion,Depression
255,apokyn,apomorphine hcl,930.0,3253667.37,246.0,13226.290122,58121.0,55.980925483,128.0,1261.0080469,118.0,21.295677966,2011,apomorphine,Parkinson's disease
256,apraclonidine hcl,apraclonidine hcl,5468.0,563245.87,1653.0,340.74160315,38552.0,14.61002983,1072.0,76.793824627,581.0,6.7532013769,2011,apraclonidine,Additional intra ocular pressure reduction
257,apri,desogestrel-ethinyl estradiol,17416.0,457206.1,2791.0,163.81443927,614134.0,0.7444728675,210.0,62.231238095,2581.0,7.1623944208,2011,estradiol,Breast cancer
258,apriso,mesalamine,35798.0,9801214.68,7359.0,1331.8677375,4852828.0,2.0196913387,5110.0,329.17969863,2249.0,27.417287683,2011,mesalazine,Ulcerative colitis
259,aptiom,eslicarbazepine acetate,,,,,,,,,,,2011,eslicarbazepine,Seizures
260,aptivus,tipranavir,4110.0,4579841.8,479.0,9561.2563674,505606.0,9.0581239147,132.0,722.68090909,347.0,15.063371758,2011,tipranavir,HIV infections
261,aptivus,tipranavir/vitamin e tpgs,15.0,17038.05,,,4455.0,3.8244781145,,,,,2011,tipranavir,HIV infections
262,aralast np,alpha-1-proteinase inhibitor,3822.0,23437055.98,260.0,90142.523,50655302.69,0.4628228595,99.0,5871.2166667,161.0,69.789006211,2011,alpha-1-proteinase inhibitor,Panacinar emphysema
263,aralen phosphate,chloroquine phosphate,21.0,1921.43,,,296.0,6.4913175676,,,,,2011,chloroquine,Malaria
264,aranelle,norethindrone-ethinyl estrad,669.0,24850.01,99.0,251.01020202,23828.0,1.0428911365,12.0,61.666666667,87.0,7.8103448276,2011,norethindrone,Oral contraceptive
265,aranesp,darbepoetin alfa in albumn sol,15.0,14543.8,,,16.6,1020.1338222,,,,,2011,darbepoetin alfa,Anemia
266,aranesp,darbepoetin alfa in polysorbat,80290.0,72411062.27,15260.0,4745.1548014,70082.088,1142.3251909,3563.0,575.8537721,11697.0,13.49689664,2011,darbepoetin alfa,Anemia
267,arava,leflunomide,8305.0,6343994.09,3344.0,1897.1274193,309183.5,20.51556903,1361.0,177.88295371,1983.0,10.607382753,2011,leflunomide,Active rheumatoid arthritis
268,arbinoxa,carbinoxamine maleate,1256.0,47394.08,849.0,55.823415783,76480.0,0.6422537048,381.0,13.738608924,468.0,2.4027991453,2011,carbinoxamine,Allergic rhinitis
269,arcalyst,rilonacept,116.0,2485873.89,13.0,191221.06846,480.0,5178.9039375,,,,,2011,rilonacept,Acute gout glare
270,arcapta neohaler,indacaterol maleate,,,,,,,,,,,2011,indacaterol,Chronic obstructive pulmonary disease
271,arestin,minocycline hcl microspheres,1394.0,825031.02,1362.0,605.74964758,27828.0,29.647514015,1235.0,93.222210526,127.0,11.999212598,2011,minocycline,Bacterial infection
272,aricept,donepezil hcl,527378.0,146174167.26,155748.0,938.52997958,18157199.956,8.0516035471,68257.0,245.66755058,87491.0,14.063638431,2011,donepezil,Alzheimer's disease
273,aricept odt,donepezil hcl,5920.0,1529608.06,2006.0,762.51648056,185721.0,8.2360280921,617.0,188.34880065,1389.0,5.2050899928,2011,donepezil,Alzheimer's disease
274,arimidex,anastrozole,39615.0,20059074.11,8677.0,2311.7522312,1538772.611,13.035762377,4483.0,398.94059112,4194.0,24.941826419,2011,anastrozole,Breast cancer
275,aripiprazole,aripiprazole,,,,,,,,,,,2011,aripiprazole,Schizophrenia
276,aripiprazole odt,aripiprazole,,,,,,,,,,,2011,aripiprazole,Schizophrenia
277,aristada,aripiprazole lauroxil,,,,,,,,,,,2011,aripiprazole,Schizophrenia
278,aristospan,triamcinolone hexacetonide,50.0,6875.44,32.0,214.8575,1753.0,8.4367042268,,,,,2011,triamcinolone,Allergy
279,arixtra,fondaparinux sodium,40847.0,57503532.36,19725.0,2915.2614631,340676.924,158.96245054,11641.0,231.56960656,8084.0,13.857402276,2011,fondaparinux sodium,Venous thrombosis
280,armour thyroid,"thyroid,pork",199116.0,2066347.49,40901.0,50.520708296,12733355.17,0.1668991938,32062.0,45.698376271,8839.0,16.167831203,2011,,
281,arnuity ellipta,fluticasone furoate,,,,,,,,,,,2011,fluticasone,Inflammatory diseases
282,aromasin,exemestane,49887.0,23703114.29,14571.0,1626.7321591,1878562.0,12.617690707,9149.0,303.85869275,5422.0,24.945278495,2011,exemestane,Hormonally-responsive breast cancer
283,arthrotec 50,diclofenac sodium/misoprostol,46552.0,8993669.23,15715.0,572.29839198,3210701.4,2.80115405,8425.0,211.51401899,7290.0,15.015193416,2011,misoprostol,Medical abortion
284,arthrotec 75,diclofenac sodium/misoprostol,106034.0,20192355.01,30968.0,652.03936354,7235150.0,2.7908688845,17249.0,258.20554757,13719.0,16.796110504,2011,misoprostol,Medical abortion
285,arzerra,ofatumumab,,,,,,,,,,,2011,ofatumumab,Chronic lymphocytic leukaemia
286,asacol,mesalamine,367076.0,147413368.44,73691.0,2000.4256753,80702098.656,1.8266361209,49779.0,387.34199823,23912.0,30.962242807,2011,mesalazine,Ulcerative colitis
287,asacol hd,mesalamine,41664.0,20050565.45,12190.0,1644.8371985,5488333.0,3.6533070151,8800.0,341.52654659,3390.0,23.298507375,2011,mesalazine,Ulcerative colitis
288,ascomp with codeine,codeine/butalbital/asa/caffein,35015.0,2332572.34,7116.0,327.79262788,2695023.0,0.865511107,4417.0,88.282857143,2699.0,12.333008522,2011,codeine,Cough
289,ashlyna,l-norgest/e.estradion-e.estrad,,,,,,,,,,,2011,,
290,asmanex,mometasone furoate,225313.0,41650799.04,66852.0,623.0299623,97753.742,442.46908441,38936.0,167.87876592,27916.0,14.661419258,2011,mometasone,Skin allergies
291,asmanex hfa,mometasone furoate,,,,,,,,,,,2011,mometasone,Skin allergies
292,aspirin-caffeine-dihydrocodein,dihydrocodeine/aspirin/caffein,,,,,,,,,,,2011,aspirin,Cardiovascular disease
293,aspirin-dipyridamole er,aspirin/dipyridamole,,,,,,,,,,,2011,dipyridamole,Hypertension
294,assure id insulin safety,"syringe,needle,insuln,safe,1ml",,,,,,,,,,,2011,,
295,assure id insulin safety,"syringe,needle,insuln,sf 0.5ml",,,,,,,,,,,2011,,
296,astagraf xl,tacrolimus,,,,,,,,,,,2011,tacrolimus,Ocular allergy
297,astelin,azelastine hcl,25969.0,3190516.86,12370.0,257.92375586,902778.24,3.5341091739,6236.0,90.909642399,6134.0,6.4785702641,2011,azelastine,Allergic conjunctivitis
298,astepro,azelastine hcl,175354.0,19054365.69,91129.0,209.09222849,5868002.5,3.2471039251,60978.0,75.746320148,30151.0,8.1248645153,2011,azelastine,Allergic conjunctivitis
299,astramorph-pf,morphine sulfate/pf,35.0,4179.12,14.0,298.50857143,2333.0,2.6337306033,,,,,2011,morphine,Pain
300,atabex ec,"pnv comb.no43/iron,carb/fa/dss",13.0,163.69,,,390.0,0.4197179487,,,,,2011,iron,Iron deficiency anaemia
301,atacand,candesartan cilexetil,201506.0,23304806.84,44150.0,527.85519456,8848525.252,2.6451652593,31864.0,279.48940748,12286.0,23.841920886,2011,candesartan,Hypertension
302,atacand hct,candesartan/hydrochlorothiazid,64901.0,8898964.07,14140.0,629.34682249,2846257.0,3.1285508068,10632.0,302.69346313,3508.0,26.440550171,2011,candesartan,Hypertension
303,atelvia,risedronate sodium,95580.0,13001417.15,34577.0,376.01345258,468440.64,27.754673783,13764.0,138.32789378,20813.0,9.2125690674,2011,risedronate,Paget's disease
304,atenolol,atenolol,13977090.0,106361711.78,2465351.0,43.142624227,816939115.63,0.1305170726,1691088.0,28.78087546,774263.0,8.2333510448,2011,atenolol,Hypertension
305,atenolol-chlorthalidone,atenolol/chlorthalidone,758267.0,6681725.13,135750.0,49.220811271,35785177.391,0.1869754204,92262.0,31.34886172,43488.0,9.4388001288,2011,atenolol,Hypertension
306,ativan,lorazepam,2185.0,548240.54,494.0,1109.798664,184051.0,3.0029565682,475.0,261.05766316,19.0,402.81,2011,lorazepam,Anxiety disorder
307,atorvastatin calcium,atorvastatin calcium,730402.0,124170628.25,704841.0,176.16828228,32263252.5,3.8544378929,462526.0,45.825787826,242315.0,2.1355434868,2011,atorvastatin,Hypercholesterolemia
308,atovaquone,atovaquone,,,,,,,,,,,2011,atovaquone,Fungal infection
309,atovaquone-proguanil hcl,atovaquone/proguanil hcl,4032.0,664650.64,3914.0,169.81365355,113892.0,5.8350747,3686.0,52.299251221,228.0,2.2814035088,2011,atovaquone,Fungal infection
310,atracurium besylate,atracurium besylate,16.0,224.51,16.0,14.031875,187.0,1.2005882353,0.0,,16.0,0.43125,2011,atracurium,General anesthesia
311,atralin,tretinoin,844.0,181145.27,633.0,286.16946288,39930.0,4.5365707488,451.0,88.417960089,182.0,7.2389010989,2011,tretinoin,Acne vulgaris
312,atrapro dermal spray,hypoc acid/sod hypo/nacl/water,,,,,,,,,,,2011,,
313,atripla,efavirenz/emtricitab/tenofovir,225063.0,391444042.35,26665.0,14680.069092,7067292.0,55.388123534,3959.0,1725.4324728,22706.0,42.764470184,2011,tenofovir,HIV infections
314,atropine care,atropine sulfate,767.0,7672.14,607.0,12.639439868,2761.0,2.7787540746,387.0,6.381627907,220.0,0.8877272727,2011,atropine,Organophosphate poisoning
315,atropine sulfate,atropine sulfate,49405.0,998175.63,31673.0,31.515032678,423117.5,2.392163167,16985.0,9.5573199882,14688.0,1.2259075436,2011,atropine,Organophosphate poisoning
